*Pick And Place List
*Company=
*Author=
*eMail=
*
*Project=circuitoMain3
*Date=23:11:34
*CreatedBy=Fritzing 0.9.3b.04.19.5c895d327c44a3114e5fcc9d8260daf0cbb52806
*
*
*Coordinates in mm, always center of component
*Origin 0/0=Lower left corner of PCB
*Rotation in degree (0-360, math. pos.)
*
*No;Value;Package;X;Y;Rotation;Side;Name
240;;THT;285.3;-93.8375;-90;Bottom;J49
241;;;55.4302;-81.1376;0;Bottom;Via179
242;;;278.951;-98.9176;0;Bottom;Via54
243;;THT;126.55;-181.467;0;Bottom;J30
244;;;9.71024;-111.618;0;Bottom;Via283
245;;;68.1302;-98.9176;0;Bottom;Via155
246;;;296.731;-101.458;0;Bottom;Via250
247;;;157.03;-45.5776;0;Bottom;Via182
248;;;129.096;-116.735;0;Bottom;Via296
249;;;278.951;-180.198;0;Bottom;Via43
250;;TO92 [THT];108.58;-167.409;0;Bottom;Q30
251;;;73.2102;-91.2976;0;Bottom;Via147
252;;;68.1302;-119.238;0;Bottom;Via111
253;;;116.39;-190.358;0;Bottom;Via191
254;100;0402 [SMD];293.539;-142.097;0;Top;R34
255;;TO92 [THT];248.559;-73.327;-90;Bottom;Q25
256;;;70.6702;-88.7576;0;Bottom;Via173
257;;THT;101.15;-26.5275;0;Bottom;J13
258;;;296.731;-164.958;0;Bottom;Via242
259;;;17.3302;-35.4176;0;Bottom;Via277
260;;;197.67;-20.1775;0;Bottom;Via271
261;;;136.71;-124.318;0;Bottom;Via123
262;;;271.331;-37.9576;0;Bottom;Via64
263;;TO92 [THT];88.2598;-45.4886;0;Bottom;Q4
264;;TO92 [THT];200.02;-167.409;0;Bottom;Q39
265;;;42.7302;-119.238;0;Bottom;Via151
266;;;139.262;-60.8125;0;Bottom;Via310
267;;;55.4302;-20.1776;0;Bottom;Via262
268;;TO92 [THT];248.559;-174.927;-90;Bottom;Q19
269;;;80.8302;-86.2176;0;Bottom;Via21
270;100;0402 [SMD];197.67;-30.9875;-90;Top;R16
271;;;139.25;-134.478;0;Bottom;Via140
272;;;139.25;-93.8376;0;Bottom;Via289
273;;TO92 [THT];42.5398;-45.4886;0;Bottom;Q58
274;;;230.69;-37.9576;0;Bottom;Via90
275;;THT;55.4303;-26.5275;0;Bottom;J7
276;;;75.7502;-98.9176;0;Bottom;Via154
277;;;278.951;-106.538;0;Bottom;Via53
278;;;261.17;-37.9576;0;Bottom;Via93
279;100;0402 [SMD];116.39;-32.2274;-90;Top;R15
280;;THT;141.79;-181.467;0;Bottom;J32
281;;;45.2702;-37.9576;0;Bottom;Via81
282;;;85.9102;-88.7576;0;Bottom;Via132
283;;THT;4.63025;-137.017;0;Bottom;J58
284;;;278.951;-76.0576;0;Bottom;Via58
285;;;144.298;-65.9436;0;Bottom;Via307
286;;;278.951;-121.778;0;Bottom;Via51
287;100;0402 [SMD];32.5703;-32.2274;-90;Top;R4
288;;;134.17;-119.238;0;Bottom;Via96
289;;THT;285.3;-109.077;-90;Bottom;J48
290;100;0402 [SMD];96.0703;-177.007;-90;Top;R44
291;;;9.71024;-139.558;0;Bottom;Via280
292;;TO92 [THT];126.36;-167.409;0;Bottom;Q32
293;;TO92 [THT];248.559;-144.447;-90;Bottom;Q14
294;;;245.93;-35.4176;0;Bottom;Via220
295;;;278.951;-131.938;0;Bottom;Via49
296;;TO92 [THT];248.559;-119.047;-90;Bottom;Q17
297;;TO92 [THT];154.3;-167.409;0;Bottom;Q35
298;;;157.03;-129.398;0;Bottom;Via165
299;100;0402 [SMD];293.539;-134.477;0;Top;R33
300;;;35.1102;-91.2976;0;Bottom;Via153
301;;;78.2902;-121.778;0;Bottom;Via105
302;;THT;210.37;-181.467;0;Bottom;J38
303;;TO92 [THT];4.71915;-50.467;-90;Bottom;Q63
304;;;85.9102;-20.1776;0;Bottom;Via266
305;;;24.9502;-20.1776;0;Bottom;Via239
306;;;151.95;-124.318;0;Bottom;Via169
307;100;0402 [SMD];63.0503;-32.2274;-90;Top;R8
308;;;210.37;-190.358;0;Bottom;Via240
309;;TO92 [THT];118.74;-167.409;0;Bottom;Q31
310;;;235.77;-35.4176;0;Bottom;Via221
311;;THT;266.25;-26.5275;0;Bottom;J55
312;;;154.49;-121.778;0;Bottom;Via16
313;;;101.15;-20.1776;0;Bottom;Via268
314;100;0402 [SMD];256.09;-32.2274;-90;Top;R22
315;;;256.09;-20.1775;0;Bottom;Via255
316;;;157.03;-101.458;0;Bottom;Via171
317;100;0402 [SMD];293.539;-109.077;0;Top;R30
318;;;96.0702;-190.358;0;Bottom;Via1
319;;;78.2902;-20.1776;0;Bottom;Via265
320;;TO92 [THT];57.7798;-167.409;0;Bottom;Q42
321;;TO92 [THT];73.0198;-45.4886;0;Bottom;Q7
322;;;139.25;-88.7576;0;Bottom;Via295
323;;;296.731;-126.858;0;Bottom;Via247
324;;;9.71024;-147.178;0;Bottom;Via281
325;;DIP16 [THT];165.92;-59.5475;180;Bottom;U5
326;;TO92 [THT];111.12;-45.4886;0;Bottom;Q44
327;;;207.83;-20.1775;0;Bottom;Via272
328;;TO92 [THT];167;-167.409;0;Bottom;Q36
329;100;0402 [SMD];184.97;-174.467;-90;Top;R53
330;;;93.5302;-35.4176;0;Bottom;Via229
331;;DIP16 [THT];140.52;-143.367;90;Bottom;U2
332;100;0402 [SMD];225.61;-174.467;-90;Top;R38
333;;TO92 [THT];65.3998;-45.4886;0;Bottom;Q60
334;;TO92 [THT];103.5;-45.4886;0;Bottom;Q10
335;;THT;116.39;-26.5275;0;Bottom;J15
336;;;141.79;-111.618;0;Bottom;Via125
337;;;174.81;-190.358;0;Bottom;Via288
338;;THT;197.67;-26.5275;0;Bottom;J16
339;;THT;235.77;-26.5275;0;Bottom;J20
340;;THT;85.9103;-181.467;0;Bottom;J26
341;100;0402 [SMD];65.5903;-177.007;-90;Top;R41
342;100;0402 [SMD];4.63026;-32.2274;-90;Top;R1
343;;THT;285.3;-116.697;-90;Bottom;J47
344;;TO92 [THT];248.559;-96.187;-90;Bottom;Q22
345;100;0402 [SMD];47.8103;-32.2274;-90;Top;R6
346;;;90.9902;-37.9576;0;Bottom;Via85
347;100;0402 [SMD];85.9103;-32.2274;-90;Top;R11
348;;THT;116.39;-181.467;0;Bottom;J29
349;;TO92 [THT];67.9398;-167.409;0;Bottom;Q41
350;;;278.951;-37.9576;0;Bottom;Via60
351;;;131.63;-134.478;0;Bottom;Via163
352;;;60.5102;-37.9576;0;Bottom;Via185
353;;;68.1302;-109.078;0;Bottom;Via112
354;100;0402 [SMD];141.79;-174.467;-90;Top;R48
355;;;136.71;-98.9176;0;Bottom;Via126
356;;TO92 [THT];248.559;-159.687;-90;Bottom;Q12
357;100;0402 [SMD];108.77;-32.2274;-90;Top;R14
358;;;240.85;-37.9576;0;Bottom;Via67
359;;TO92 [THT];133.98;-167.409;0;Bottom;Q33
360;;;296.731;-157.338;0;Bottom;Via243
361;;;78.2902;-93.8376;0;Bottom;Via136
362;;TO92 [THT];248.559;-167.307;-90;Bottom;Q11
363;100;0402 [SMD];293.539;-86.2174;0;Top;R27
364;;;68.1302;-37.9576;0;Bottom;Via103
365;;TO92 [THT];78.0998;-167.409;0;Bottom;Q27
366;;DIP16 [THT];31.3003;-77.3275;-90;Bottom;U7
367;;;154.49;-83.6776;0;Bottom;Via306
368;;THT;285.3;-70.9775;-90;Bottom;J53
369;;;63.0502;-121.778;0;Bottom;Via297
370;;THT;75.7503;-181.467;0;Bottom;J25
371;;;116.39;-20.1776;0;Bottom;Via270
372;;DIP16 [THT];71.9403;-77.3275;-90;Bottom;U6
373;;THT;17.3303;-26.5275;0;Bottom;J56
374;;;116.39;-35.4176;0;Bottom;Via226
375;;;106.23;-37.9576;0;Bottom;Via87
376;;;245.93;-20.1775;0;Bottom;Via256
377;;;24.1668;-135.041;0;Bottom;TXT5
378;100;0402 [SMD];210.37;-174.467;-90;Top;R55
379;;;278.951;-68.4376;0;Bottom;Via59
380;;;108.77;-20.1776;0;Bottom;Via269
381;;THT;225.61;-181.467;180;Bottom;J39
382;;;151.95;-190.358;0;Bottom;Via195
383;;;24.4354;-127.533;0;Bottom;TXT1
384;100;0402 [SMD];293.539;-126.857;0;Top;R32
385;;TO92 [THT];80.6398;-45.4886;0;Bottom;Q5
386;;THT;93.5303;-26.5275;0;Bottom;J9
387;;;296.731;-63.3576;0;Bottom;Via216
388;;;75.7502;-91.2976;0;Bottom;Via174
389;;;144.33;-93.8376;0;Bottom;Via305
390;100;0402 [SMD];78.2903;-32.2274;-90;Top;R10
391;;;25.0319;-142.584;0;Bottom;TXT4
392;100;0402 [SMD];85.9103;-177.007;-90;Top;R43
393;;THT;215.45;-26.5275;0;Bottom;J18
394;;;296.731;-70.9776;0;Bottom;Via253
395;100;0402 [SMD];293.539;-149.717;0;Top;R35
396;;;30.0302;-88.7576;0;Bottom;Via176
397;;THT;184.97;-181.467;0;Bottom;J36
398;;;296.731;-149.718;0;Bottom;Via244
399;100;0402 [SMD];101.15;-32.2274;-90;Top;R13
400;;;296.731;-86.2176;0;Bottom;Via252
401;;THT;225.61;-26.5275;0;Bottom;J19
402;;;37.6502;-37.9576;0;Bottom;Via82
403;;;17.3302;-20.1776;0;Bottom;Via275
